location,year,month,day,mean_windspeed,wind_direction,mean_tempurature,humidity,rainfall,duration,color
Yau Ma Tei,2019,2,20,,,22.6,92,0.2,0,Green
Yau Ma Tei,2019,2,21,,,21.4,93,Trace,0,Green
Yau Ma Tei,2019,2,22,,,20.4,82,1.6,0,Green
Yau Ma Tei,2019,2,23,,,18.1,87,12.3,0,Green
Yau Ma Tei,2019,2,24,,,16.9,83,3.4,0,Green
Yau Ma Tei,2019,2,25,,,18,85,Trace,0,Green
Yau Ma Tei,2019,2,26,,,18.7,88,Trace,0,Green
Yau Ma Tei,2019,2,27,,,20.7,85,Trace,0,Green
Yau Ma Tei,2019,2,28,,,22.8,85,0,0,Green
Yau Ma Tei,2019,3,1,,,20.8,89,0.4,0,Green
Yau Ma Tei,2019,3,2,,,21.5,87,Trace,0,Green
Yau Ma Tei,2019,3,3,,,21.5,87,6.3,0,Green
Yau Ma Tei,2019,3,4,,,20.9,82,10.2,0,Green
Yau Ma Tei,2019,3,5,,,22.2,88,30.3,0,Green
Yau Ma Tei,2019,3,6,,,20.5,92,45.5,345,Amber
Yau Ma Tei,2019,3,7,,,17.9,93,29.6,0,Green
Yau Ma Tei,2019,3,8,,,16.5,92,11.5,0,Green
Yau Ma Tei,2019,3,9,,,17.8,95,14.5,0,Green
Yau Ma Tei,2019,3,10,,,17.7,87,4.6,0,Green
Yau Ma Tei,2019,3,11,,,18.4,81,7.6,0,Green
Yau Ma Tei,2019,3,12,,,20.1,77,0,0,Green
Yau Ma Tei,2019,3,13,,,20.8,71,0,0,Green
Yau Ma Tei,2019,3,14,,,20.4,83,6.4,0,Green
Yau Ma Tei,2019,3,15,,,18.7,81,0.4,0,Green
Yau Ma Tei,2019,3,16,,,20.2,65,0,0,Green
Yau Ma Tei,2019,3,17,,,20.9,77,0,0,Green
Yau Ma Tei,2019,3,18,,,21.7,82,0,0,Green
Yau Ma Tei,2019,3,19,,,23.4,84,0,0,Green
Yau Ma Tei,2019,3,20,,,23.5,88,0,0,Green
Yau Ma Tei,2019,3,21,,,25.3,81,0,0,Green
Yau Ma Tei,2019,3,22,,,25.8,84,Trace,0,Green
Yau Ma Tei,2019,3,23,,,20,89,3.3,0,Green
Yau Ma Tei,2019,3,24,,,17.5,88,0.3,0,Green
Yau Ma Tei,2019,3,25,,,20.5,85,1,0,Green
Yau Ma Tei,2019,3,26,,,21.9,85,0,0,Green
Yau Ma Tei,2019,3,27,,,22.3,82,Trace,0,Green
Yau Ma Tei,2019,3,28,,,24.4,84,0,0,Green
Yau Ma Tei,2019,3,29,,,24.4,86,6.9,0,Green
Yau Ma Tei,2019,3,30,,,23.1,86,Trace,0,Green
Yau Ma Tei,2019,3,31,,,21.4,85,7.7,0,Green
Yau Ma Tei,2019,4,1,,,20.3,81,Trace,0,Green
Yau Ma Tei,2019,4,2,,,20.7,76,Trace,0,Green
Yau Ma Tei,2019,4,3,,,22.8,80,Trace,0,Green
Yau Ma Tei,2019,4,4,,,21.7,83,Trace,0,Green
Yau Ma Tei,2019,4,5,,,24,76,0,0,Green
Yau Ma Tei,2019,4,6,,,25.1,79,0,0,Green
Yau Ma Tei,2019,4,7,,,25.7,80,0,0,Green
Yau Ma Tei,2019,4,8,,,26.7,80,0,0,Green
Yau Ma Tei,2019,4,9,,,26.6,81,0,0,Green
Yau Ma Tei,2019,4,10,,,27.1,80,0,0,Green
Yau Ma Tei,2019,4,11,,,27.3,81,0.7,155,Amber
Yau Ma Tei,2019,4,12,,,22.3,89,6.1,0,Green
Yau Ma Tei,2019,4,13,,,21.2,92,3.8,0,Green
Yau Ma Tei,2019,4,14,,,22.7,90,10.4,0,Green
Yau Ma Tei,2019,4,15,,,22.1,85,1.1,0,Green
Yau Ma Tei,2019,4,16,,,21.2,91,9.2,0,Green
Yau Ma Tei,2019,4,17,,,23.5,85,0,0,Green
Yau Ma Tei,2019,4,18,,,24,90,6.7,100,Amber
Yau Ma Tei,2019,4,19,,,23.7,93,75.8,430,Amber
Yau Ma Tei,2019,4,20,,,23.3,95,43.6,140,Red
Yau Ma Tei,2019,4,21,,,26.2,88,0.3,0,Green
Yau Ma Tei,2019,4,22,,,27.5,84,0,0,Green
Yau Ma Tei,2019,4,23,,,28,81,0,0,Green
Yau Ma Tei,2019,4,24,,,28,78,0,0,Green
Yau Ma Tei,2019,4,25,,,28.5,77,0,0,Green
Yau Ma Tei,2019,4,26,,,28.4,81,0.9,0,Green
Yau Ma Tei,2019,4,27,,,24.9,86,16.6,210,Amber
Yau Ma Tei,2019,4,28,,,24.3,89,3.1,0,Green
Yau Ma Tei,2019,4,29,,,26.4,86,0,0,Green
Yau Ma Tei,2019,4,30,,,26.7,82,7.5,0,Green
Yau Ma Tei,2019,5,1,,,25.4,78,0.2,0,Green
Yau Ma Tei,2019,5,2,,,23,80,0.5,0,Green
Yau Ma Tei,2019,5,3,,,21.8,81,5.3,0,Green
Yau Ma Tei,2019,5,4,,,22.6,76,8.4,0,Green
Yau Ma Tei,2019,5,5,,,21.7,93,8.3,0,Green
Yau Ma Tei,2019,5,6,,,21.8,90,11.3,0,Green
Yau Ma Tei,2019,5,7,,,20.5,87,17,0,Green
Yau Ma Tei,2019,5,8,,,20.4,88,25.1,0,Green
Yau Ma Tei,2019,5,9,,,22.7,90,10,0,Green
Yau Ma Tei,2019,5,10,,,23.9,87,0,0,Green
Yau Ma Tei,2019,5,11,,,25.3,76,0,0,Green
Yau Ma Tei,2019,5,12,,,25.5,80,0,0,Green
Yau Ma Tei,2019,5,13,,,25.1,89,Trace,0,Green
Yau Ma Tei,2019,5,14,,,27.5,84,0,0,Green
Yau Ma Tei,2019,5,15,,,28.5,85,Trace,0,Green
Yau Ma Tei,2019,5,16,,,29.2,83,0.8,0,Green
Yau Ma Tei,2019,5,17,,,29.6,80,0.1,0,Green
Yau Ma Tei,2019,5,18,,,30,80,Trace,0,Green
Yau Ma Tei,2019,5,19,,,30.2,80,0,0,Green
Yau Ma Tei,2019,5,20,,,29.1,83,9,155,Amber
Yau Ma Tei,2019,5,21,,,25,82,3.3,130,Amber
Yau Ma Tei,2019,5,22,,,25.3,83,0.7,0,Green
Yau Ma Tei,2019,5,23,,,25.9,90,6.5,0,Green
Yau Ma Tei,2019,5,24,,,24.8,92,21.5,0,Green
Yau Ma Tei,2019,5,25,,,26.7,90,2.4,0,Green
Yau Ma Tei,2019,5,26,,,26.5,92,15.1,135,Amber
Yau Ma Tei,2019,5,27,,,26.5,93,27.8,315,Amber
Yau Ma Tei,2019,5,28,,,25.9,92,43.9,130,Amber
Yau Ma Tei,2019,5,29,,,24.7,91,3.2,0,Green
Yau Ma Tei,2019,5,30,,,24.4,89,3.2,0,Green
Yau Ma Tei,2019,5,31,,,25.7,93,11,0,Green
Yau Ma Tei,2019,6,1,,,27.2,87,32.6,115,Amber
Yau Ma Tei,2019,6,2,,,27.2,86,3,0,Green
Yau Ma Tei,2019,6,3,,,27.5,85,34.1,0,Green
Yau Ma Tei,2019,6,4,,,28,89,38.1,100,Amber
Yau Ma Tei,2019,6,5,,,29.4,82,0,0,Green
Yau Ma Tei,2019,6,6,,,30.2,78,Trace,0,Green
Yau Ma Tei,2019,6,7,,,30.1,77,0,0,Green
Yau Ma Tei,2019,6,8,,,30.1,76,1.1,0,Green
Yau Ma Tei,2019,6,9,,,30.1,79,4.1,0,Green
Yau Ma Tei,2019,6,10,,,29.5,81,3.3,0,Green
Yau Ma Tei,2019,6,11,,,27.5,91,111.6,215,Amber
Yau Ma Tei,2019,6,12,,,27.5,91,1.5,0,Green
Yau Ma Tei,2019,6,13,,,27.7,88,55.8,350,Amber
Yau Ma Tei,2019,6,14,,,28.4,76,16.5,100,Amber
Yau Ma Tei,2019,6,15,,,28.6,74,Trace,0,Green
Yau Ma Tei,2019,6,16,,,27.9,80,0,0,Green
Yau Ma Tei,2019,6,17,,,27.6,88,4.7,0,Green
Yau Ma Tei,2019,6,18,,,28.6,88,11.1,0,Green
Yau Ma Tei,2019,6,19,,,28.9,87,14,0,Green
Yau Ma Tei,2019,6,20,,,30.1,80,0.5,0,Green
Yau Ma Tei,2019,6,21,,,30.8,77,0.7,0,Green
Yau Ma Tei,2019,6,22,,,30.7,78,0.7,0,Green
Yau Ma Tei,2019,6,23,,,30.3,80,3.2,0,Green
Yau Ma Tei,2019,6,24,,,29.1,85,16.8,0,Green
Yau Ma Tei,2019,6,25,,,27.2,89,35.4,140,Amber
Yau Ma Tei,2019,6,26,,,28.6,86,0.9,0,Green
Yau Ma Tei,2019,6,27,,,30.2,83,3.5,0,Green
Yau Ma Tei,2019,6,28,,,30.5,82,2.2,0,Green
Yau Ma Tei,2019,6,29,,,31,79,0.6,0,Green
Yau Ma Tei,2019,6,30,,,29.5,85,33.1,0,Green
Yau Ma Tei,2019,7,1,,,30,82,15.3,0,Green
Yau Ma Tei,2019,7,2,,,28.9,85,19.1,0,Green
Yau Ma Tei,2019,7,3,,,26.6,95,79.1,120,Amber
Yau Ma Tei,2019,7,4,,,29.1,84,13,0,Green
Yau Ma Tei,2019,7,5,,,29.5,79,1.3,0,Green
Yau Ma Tei,2019,7,6,,,29.8,80,1.5,0,Green
Yau Ma Tei,2019,7,7,,,29.7,81,4.3,0,Green
Yau Ma Tei,2019,7,8,,,30.1,79,0.1,0,Green
Yau Ma Tei,2019,7,9,,,30,80,6,0,Green
Yau Ma Tei,2019,7,10,,,28.6,86,14.3,0,Green
Yau Ma Tei,2019,7,11,,,28.8,86,6,0,Green
Yau Ma Tei,2019,7,12,,,29.9,80,2.6,0,Green
Yau Ma Tei,2019,7,13,,,30.1,77,Trace,0,Green
Yau Ma Tei,2019,7,14,,,30.1,79,Trace,0,Green
Yau Ma Tei,2019,7,15,,,30.4,77,0,0,Green
Yau Ma Tei,2019,7,16,,,30.3,76,0,0,Green
Yau Ma Tei,2019,7,17,,,30.5,79,0,0,Green
Yau Ma Tei,2019,7,18,,,31.3,75,Trace,0,Green
Yau Ma Tei,2019,7,19,,,29.5,83,22.6,110,Amber
Yau Ma Tei,2019,7,20,,,28.6,87,6.4,120,Amber
Yau Ma Tei,2019,7,21,,,29.3,83,0.1,0,Green
Yau Ma Tei,2019,7,22,,,29.2,82,0.4,0,Green
Yau Ma Tei,2019,7,23,,,29.5,80,Trace,0,Green
Yau Ma Tei,2019,7,24,,,30,81,Trace,0,Green
Yau Ma Tei,2019,7,25,,,30.1,79,1,0,Green
Yau Ma Tei,2019,7,26,,,30.7,76,Trace,0,Green
Yau Ma Tei,2019,7,27,,,30.6,76,0,0,Green
Yau Ma Tei,2019,7,28,,,29.6,80,0.5,0,Green
Yau Ma Tei,2019,7,29,,,28.8,82,1,0,Green
Yau Ma Tei,2019,7,30,,,28.9,82,12.8,0,Green
Yau Ma Tei,2019,7,31,,,26.2,91,121.1,330,Red
Yau Ma Tei,2019,8,1,,,26.4,94,98.3,215,Amber
Yau Ma Tei,2019,8,2,,,27,91,8.2,0,Green
Yau Ma Tei,2019,8,3,,,26.7,91,28.4,0,Green
Yau Ma Tei,2019,8,4,,,27.9,83,Trace,0,Green
Yau Ma Tei,2019,8,5,,,29.7,77,0,0,Green
Yau Ma Tei,2019,8,6,,,29.8,78,Trace,0,Green
Yau Ma Tei,2019,8,7,,,30.1,70,0,0,Green
Yau Ma Tei,2019,8,8,,,30.4,74,0,0,Green
Yau Ma Tei,2019,8,9,,,31.3,75,0,0,Green
Yau Ma Tei,2019,8,10,,,30.6,83,0,0,Green
Yau Ma Tei,2019,8,11,,,30.4,82,1.1,0,Green
Yau Ma Tei,2019,8,12,,,30.8,80,0.4,0,Green
Yau Ma Tei,2019,8,13,,,30.8,79,9.2,0,Green
Yau Ma Tei,2019,8,14,,,30,80,54.4,125,Amber
Yau Ma Tei,2019,8,15,,,30,79,5.6,0,Green
Yau Ma Tei,2019,8,16,,,30,81,1.1,0,Green
Yau Ma Tei,2019,8,17,,,28,87,42.2,115,Amber
Yau Ma Tei,2019,8,18,,,27.8,86,19,0,Green
Yau Ma Tei,2019,8,19,,,28.8,83,0.1,0,Green
Yau Ma Tei,2019,8,20,,,29.1,79,Trace,0,Green
Yau Ma Tei,2019,8,21,,,29.5,74,0,0,Green
Yau Ma Tei,2019,8,22,,,29.7,77,0,0,Green
Yau Ma Tei,2019,8,23,,,29.4,80,0.7,0,Green
Yau Ma Tei,2019,8,24,,,30.9,75,0,0,Green
Yau Ma Tei,2019,8,25,,,27.2,89,88.4,0,Green
Yau Ma Tei,2019,8,26,,,25.7,95,178.3,545,Red
Yau Ma Tei,2019,8,27,,,28.6,88,2.9,0,Green
Yau Ma Tei,2019,8,28,,,29.9,77,0,0,Green
Yau Ma Tei,2019,8,29,,,29,83,5.9,0,Green
Yau Ma Tei,2019,8,30,,,27.7,86,8.5,0,Green
Yau Ma Tei,2019,8,31,,,26.9,91,43.7,0,Green
Yau Ma Tei,2019,9,1,,,28.2,82,8.5,0,Green
Yau Ma Tei,2019,9,2,,,26.9,90,38.4,135,Amber
Yau Ma Tei,2019,9,3,,,28.4,80,12.9,0,Green
Yau Ma Tei,2019,9,4,,,26.8,91,62.2,0,Green
Yau Ma Tei,2019,9,5,,,27.2,88,31.8,0,Green
Yau Ma Tei,2019,9,6,,,28.9,79,0.2,130,Amber
Yau Ma Tei,2019,9,7,,,29.8,79,0.4,0,Green
Yau Ma Tei,2019,9,8,,,30,80,0.4,0,Green
Yau Ma Tei,2019,9,9,,,30,78,0,0,Green
Yau Ma Tei,2019,9,10,,,30.1,76,0,0,Green
Yau Ma Tei,2019,9,11,,,30.2,73,Trace,0,Green
Yau Ma Tei,2019,9,12,,,30.3,73,0,0,Green
Yau Ma Tei,2019,9,13,,,30.1,77,Trace,0,Green
Yau Ma Tei,2019,9,14,,,29.8,78,Trace,645,Amber
Yau Ma Tei,2019,9,15,,,29.2,76,11,0,Green
Yau Ma Tei,2019,9,16,,,29.3,76,4.3,0,Green
Yau Ma Tei,2019,9,17,,,29.2,76,2.1,0,Green
Yau Ma Tei,2019,9,18,,,28.8,79,18,0,Green
Yau Ma Tei,2019,9,19,,,28,74,8.7,0,Green
Yau Ma Tei,2019,9,20,,,29,52,0,0,Green
Yau Ma Tei,2019,9,21,,,29.2,42,0,0,Green
Yau Ma Tei,2019,9,22,,,28.3,40,0,0,Green
Yau Ma Tei,2019,9,23,,,27.7,57,0,0,Green
Yau Ma Tei,2019,9,24,,,27.5,70,0,0,Green
Yau Ma Tei,2019,9,25,,,27.3,71,Trace,0,Green
Yau Ma Tei,2019,9,26,,,27.5,71,0,0,Green
Yau Ma Tei,2019,9,27,,,27.6,72,Trace,0,Green
Yau Ma Tei,2019,9,28,,,28.2,71,0,0,Green
Yau Ma Tei,2019,9,29,,,28.7,75,0,0,Green
Yau Ma Tei,2019,9,30,,,30.1,64,0,0,Green
Yau Ma Tei,2019,10,1,,,30.3,59,0,0,Green
Yau Ma Tei,2019,10,2,,,29.5,71,0,0,Green
Yau Ma Tei,2019,10,3,,,29,67,0,0,Green
Yau Ma Tei,2019,10,4,,,28.6,70,0,0,Green
Yau Ma Tei,2019,10,5,,,29.1,69,0,0,Green
Yau Ma Tei,2019,10,6,,,26.3,81,46.8,0,Green
Yau Ma Tei,2019,10,7,,,26.3,86,17.9,0,Green
Yau Ma Tei,2019,10,8,,,27.7,79,4.9,0,Green
Yau Ma Tei,2019,10,9,,,27.8,75,Trace,0,Green
Yau Ma Tei,2019,10,10,,,27.9,76,0,0,Green
Yau Ma Tei,2019,10,11,,,28.5,75,0,0,Green
Yau Ma Tei,2019,10,12,,,28.6,78,0.3,0,Green
Yau Ma Tei,2019,10,13,,,27.2,84,13.6,0,Green
Yau Ma Tei,2019,10,14,,,25.8,86,52.1,0,Green
Yau Ma Tei,2019,10,15,,,26,74,10.4,0,Green
Yau Ma Tei,2019,10,16,,,25.5,67,0,0,Green
Yau Ma Tei,2019,10,17,,,26.2,70,0,0,Green
Yau Ma Tei,2019,10,18,,,26.5,70,Trace,0,Green
Yau Ma Tei,2019,10,19,,,26.2,72,0,0,Green
Yau Ma Tei,2019,10,20,,,25.4,76,3.5,0,Green
Yau Ma Tei,2019,10,21,,,25.3,72,0,0,Green
Yau Ma Tei,2019,10,22,,,25,68,0,0,Green
Yau Ma Tei,2019,10,23,,,25.5,71,0,0,Green
Yau Ma Tei,2019,10,24,,,26.2,71,0,0,Green
Yau Ma Tei,2019,10,25,,,25.8,75,0,0,Green
Yau Ma Tei,2019,10,26,,,25.9,75,Trace,0,Green
Yau Ma Tei,2019,10,27,,,25.7,76,Trace,0,Green
Yau Ma Tei,2019,10,28,,,25.2,77,Trace,0,Green
Yau Ma Tei,2019,10,29,,,22.7,65,0,0,Green
Yau Ma Tei,2019,10,30,,,24,60,0,0,Green
Yau Ma Tei,2019,10,31,,,24.8,68,0,0,Green
Yau Ma Tei,2019,11,1,,,25.7,73,0,0,Green
Yau Ma Tei,2019,11,2,,,25.3,74,0,0,Green
Yau Ma Tei,2019,11,3,,,25.7,74,0,0,Green
Yau Ma Tei,2019,11,4,,,25,56,0,0,Green
Yau Ma Tei,2019,11,5,,,23.9,56,0,0,Green
Yau Ma Tei,2019,11,6,,,23.8,69,0,0,Green
Yau Ma Tei,2019,11,7,,,23.8,56,0,0,Green
Yau Ma Tei,2019,11,8,,,23.3,51,0,0,Green
Yau Ma Tei,2019,11,9,,,22.7,62,0,0,Green
Yau Ma Tei,2019,11,10,,,22.7,70,0,0,Green
Yau Ma Tei,2019,11,11,,,23.1,72,0,0,Green
Yau Ma Tei,2019,11,12,,,23.3,78,0,0,Green
Yau Ma Tei,2019,11,13,,,24.1,75,0,0,Green
Yau Ma Tei,2019,11,14,,,23,64,0,0,Green
Yau Ma Tei,2019,11,15,,,22.8,70,0,0,Green
Yau Ma Tei,2019,11,16,,,22.5,76,0,0,Green
Yau Ma Tei,2019,11,17,,,23.4,79,0,0,Green
Yau Ma Tei,2019,11,18,,,24.3,69,0,0,Green
Yau Ma Tei,2019,11,19,,,20.5,63,0,0,Green
Yau Ma Tei,2019,11,20,,,21.1,66,0,0,Green
Yau Ma Tei,2019,11,21,,,21.7,66,Trace,0,Green
Yau Ma Tei,2019,11,22,,,22.3,66,0,0,Green
Yau Ma Tei,2019,11,23,,,23.3,78,0,0,Green
Yau Ma Tei,2019,11,24,,,23.4,77,0,0,Green
Yau Ma Tei,2019,11,25,,,23.8,73,0,0,Green
Yau Ma Tei,2019,11,26,,,22,76,Trace,0,Green
Yau Ma Tei,2019,11,27,,,22.3,78,0,0,Green
Yau Ma Tei,2019,11,28,,,20.3,61,0,0,Green
Yau Ma Tei,2019,11,29,,,19.7,65,0,0,Green
Yau Ma Tei,2019,11,30,,,20.4,71,0,0,Green
Yau Ma Tei,2019,12,1,,,21.5,69,0,0,Green
Yau Ma Tei,2019,12,2,,,17.4,54,0,0,Green
Yau Ma Tei,2019,12,3,,,16.4,46,0,0,Green
Yau Ma Tei,2019,12,4,,,17.5,40,0,0,Green
Yau Ma Tei,2019,12,5,,,15.3,54,1.4,0,Green
Yau Ma Tei,2019,12,6,,,16.5,39,0.3,0,Green
Yau Ma Tei,2019,12,7,,,16.2,39,0,0,Green
Yau Ma Tei,2019,12,8,,,15.9,47,0,0,Green
Yau Ma Tei,2019,12,9,,,17.4,62,0,0,Green
Yau Ma Tei,2019,12,10,,,18.4,69,0,0,Green
Yau Ma Tei,2019,12,11,,,19.1,64,0,0,Green
Yau Ma Tei,2019,12,12,,,19.1,67,0,0,Green
Yau Ma Tei,2019,12,13,,,19.2,75,0,0,Green
Yau Ma Tei,2019,12,14,,,19.5,75,0,0,Green
Yau Ma Tei,2019,12,15,,,19.5,81,0,0,Green
Yau Ma Tei,2019,12,16,,,21.3,76,0,0,Green
Yau Ma Tei,2019,12,17,,,23.2,71,0,0,Green
Yau Ma Tei,2019,12,18,,,22.8,77,0,0,Green
Yau Ma Tei,2019,12,19,,,19.8,84,0.1,0,Green
Yau Ma Tei,2019,12,20,,,19.1,78,0.7,0,Green
Yau Ma Tei,2019,12,21,,,19.3,84,1.4,0,Green
Yau Ma Tei,2019,12,22,,,20.5,84,0,0,Green
Yau Ma Tei,2019,12,23,,,20,85,0,0,Green
Yau Ma Tei,2019,12,24,,,20.4,80,0,0,Green
Yau Ma Tei,2019,12,25,,,20.1,80,0,0,Green
Yau Ma Tei,2019,12,26,,,21,73,0,0,Green
Yau Ma Tei,2019,12,27,,,18,65,0,0,Green
Yau Ma Tei,2019,12,28,,,18.5,72,Trace,0,Green
Yau Ma Tei,2019,12,29,,,18.8,88,9.3,0,Green
Yau Ma Tei,2019,12,30,,,20.3,91,0.3,0,Green
Yau Ma Tei,2019,12,31,,,19.2,86,Trace,0,Green
Yau Ma Tei,2020,1,1,,,17.9,80,Trace,0,Green
Yau Ma Tei,2020,1,2,,,18.3,78,0,0,Green
Yau Ma Tei,2020,1,3,,,18.9,82,0,0,Green
Yau Ma Tei,2020,1,4,,,19.2,83,0,0,Green
Yau Ma Tei,2020,1,5,,,20,79,0,0,Green
Yau Ma Tei,2020,1,6,,,21,78,0,0,Green
Yau Ma Tei,2020,1,7,,,22.4,83,Trace,0,Green
Yau Ma Tei,2020,1,8,,,21.9,72,0,0,Green
Yau Ma Tei,2020,1,9,,,19.3,77,0,0,Green
Yau Ma Tei,2020,1,10,,,19.9,82,0,0,Green
Yau Ma Tei,2020,1,11,,,20.9,81,0,0,Green
Yau Ma Tei,2020,1,12,,,17.9,65,0,0,Green
Yau Ma Tei,2020,1,13,,,18.3,76,0,0,Green
Yau Ma Tei,2020,1,14,,,19,76,0,0,Green
Yau Ma Tei,2020,1,15,,,19.5,80,0.1,0,Green
Yau Ma Tei,2020,1,16,,,19.8,84,Trace,0,Green
Yau Ma Tei,2020,1,17,,,18.5,69,0,0,Green
Yau Ma Tei,2020,1,18,,,18.3,73,0,0,Green
Yau Ma Tei,2020,1,19,,,18.2,75,0,0,Green
Yau Ma Tei,2020,1,20,,,18,75,0,0,Green
Yau Ma Tei,2020,1,21,,,18.8,80,0,0,Green
Yau Ma Tei,2020,1,22,,,20.5,82,Trace,0,Green
Yau Ma Tei,2020,1,23,,,21.9,86,0,0,Green
Yau Ma Tei,2020,1,24,,,21.5,89,Trace,0,Green
Yau Ma Tei,2020,1,25,,,19.7,89,2.1,0,Green
Yau Ma Tei,2020,1,26,,,16.5,86,12.3,0,Green
Yau Ma Tei,2020,1,27,,,13,70,0.2,0,Green
Yau Ma Tei,2020,1,28,,,13,66,0.1,0,Green
Yau Ma Tei,2020,1,29,,,13.8,55,0,0,Green
Yau Ma Tei,2020,1,30,,,14.7,44,0,0,Green
Yau Ma Tei,2020,1,31,,,14.8,52,0,0,Green
Yau Ma Tei,2020,2,1,,,16,72,0,0,Green
Yau Ma Tei,2020,2,2,,,17.1,77,0,0,Green
Yau Ma Tei,2020,2,3,,,18.1,78,Trace,0,Green
Yau Ma Tei,2020,2,4,,,17.3,84,0.8,0,Green
Yau Ma Tei,2020,2,5,,,17.5,83,1,0,Green
Yau Ma Tei,2020,2,6,,,17.1,77,Trace,0,Green
Yau Ma Tei,2020,2,7,,,18.7,82,0,0,Green
Yau Ma Tei,2020,2,8,,,17.8,76,0,0,Green
Yau Ma Tei,2020,2,9,,,16.5,77,Trace,0,Green
Yau Ma Tei,2020,2,10,,,16.9,76,0,0,Green
Yau Ma Tei,2020,2,11,,,17.6,86,0.8,0,Green
Yau Ma Tei,2020,2,12,,,20.6,89,0,0,Green
Yau Ma Tei,2020,2,13,,,19.6,94,41.6,105,Amber
Yau Ma Tei,2020,2,14,,,20.4,94,9.7,0,Green
Yau Ma Tei,2020,2,15,,,21,95,Trace,0,Green
Yau Ma Tei,2020,2,16,,,14.2,82,25.5,0,Green
Yau Ma Tei,2020,2,17,,,13.6,53,0,0,Green
Yau Ma Tei,2020,2,18,,,14.7,57,0,0,Green
Yau Ma Tei,2020,2,19,,,16.3,69,0,0,Green
Yau Ma Tei,2020,2,20,,,17.7,70,0,0,Green
Yau Ma Tei,2020,2,21,,,18.9,73,0,0,Green
Yau Ma Tei,2020,2,22,,,20.1,73,0,0,Green
Yau Ma Tei,2020,2,23,,,19.4,71,0,0,Green
Yau Ma Tei,2020,2,24,,,19.6,76,0,0,Green
Yau Ma Tei,2020,2,25,,,21.8,84,Trace,0,Green
Yau Ma Tei,2020,2,26,,,23.3,82,0,0,Green
Yau Ma Tei,2020,2,27,,,20.5,84,0.4,0,Green
