Year,Month,Day,Value,data Completeness
2006,6,14,0.0,C
2006,6,15,0.5,C
2006,6,16,0.5,C
2006,6,17,0.0,C
2006,6,18,13.0,C
2006,6,19,31.5,C
2006,6,20,27.0,C
2006,6,21,17.5,C
2006,6,22,21.5,C
2006,6,23,0.0,C
2006,6,24,0.0,C
2006,6,25,0.0,C
2006,6,26,0.0,C
2006,6,27,0.0,C
2006,6,28,41.5,C
2006,6,29,9.5,C
2006,6,30,1.5,C
2006,7,1,1.0,C
2006,7,2,4.5,C
2006,7,3,1.5,C
2006,7,4,17.0,C
2006,7,5,4.0,C
2006,7,6,0.5,C
2006,7,7,0.0,C
2006,7,8,21.0,C
2006,7,9,4.0,C
2006,7,10,19.5,C
2006,7,11,6.0,C
2006,7,12,0.0,C
2006,7,13,0.0,C
2006,7,14,0.5,C
2006,7,15,9.5,C
2006,7,16,36.5,C
2006,7,17,7.5,C
2006,7,18,1.5,C
2006,7,19,0.0,C
2006,7,20,0.0,C
2006,7,21,0.0,C
2006,7,22,0.0,C
2006,7,23,0.0,C
2006,7,24,0.0,C
2006,7,25,0.0,C
2006,7,26,44.0,C
2006,7,27,46.0,C
2006,7,28,24.0,C
2006,7,29,40.0,C
2006,7,30,0.5,C
2006,7,31,0.0,C
2006,8,1,0.0,C
2006,8,2,22.0,C
2006,8,3,87.0,C
2006,8,4,30.0,C
2006,8,5,36.0,C
2006,8,6,39.5,C
2006,8,7,0.0,C
2006,8,8,0.0,C
2006,8,9,0.0,C
2006,8,10,50.5,C
2006,8,11,3.5,C
2006,8,12,0.0,C
2006,8,13,0.0,C
2006,8,14,0.0,C
2006,8,15,0.0,C
2006,8,16,0.0,C
2006,8,17,0.0,C
2006,8,18,28.0,C
2006,8,19,17.0,C
2006,8,20,9.5,C
2006,8,21,0.0,C
2006,8,22,0.0,C
2006,8,23,0.0,C
2006,8,24,21.0,C
2006,8,25,19.5,C
2006,8,26,16.0,C
2006,8,27,2.5,C
2006,8,28,0.5,C
2006,8,29,0.0,C
2006,8,30,0.0,C
2006,8,31,0.0,C
2006,9,1,0.0,C
2006,9,2,0.0,C
2006,9,3,8.5,C
2006,9,4,0.0,C
2006,9,5,0.0,C
2006,9,6,17.0,C
2006,9,7,11.0,C
2006,9,8,0.0,C
2006,9,9,28.5,C
2006,9,10,0.5,C
2006,9,11,0.0,C
2006,9,12,12.5,C
2006,9,13,141.0,C
2006,9,14,5.0,C
2006,9,15,1.0,C
2006,9,16,0.0,C
2006,9,17,0.0,C
2006,9,18,0.0,C
2006,9,19,0.0,C
2006,9,20,0.0,C
2006,9,21,0.0,C
2006,9,22,0.0,C
2006,9,23,0.0,C
2006,9,24,0.0,C
2006,9,25,0.0,C
2006,9,26,0.0,C
2006,9,27,0.0,C
2006,9,28,0.0,C
2006,9,29,0.0,C
2006,9,30,10.0,C
2006,10,1,0.0,C
2006,10,2,0.0,C
2006,10,3,0.0,C
2006,10,4,0.0,C
2006,10,5,0.0,C
2006,10,6,0.0,C
2006,10,7,0.0,C
2006,10,8,0.0,C
2006,10,9,0.5,C
2006,10,10,0.0,C
2006,10,11,0.0,C
2006,10,12,0.0,C
2006,10,13,0.0,C
2006,10,14,0.0,C
2006,10,15,15.0,C
2006,10,16,0.0,C
2006,10,17,0.0,C
2006,10,18,0.0,C
2006,10,19,0.0,C
2006,10,20,0.0,C
2006,10,21,0.0,C
2006,10,22,0.0,C
2006,10,23,0.0,C
2006,10,24,0.0,C
2006,10,25,0.0,C
2006,10,26,0.0,C
2006,10,27,0.0,C
2006,10,28,0.0,C
2006,10,29,0.0,C
2006,10,30,0.0,C
2006,10,31,0.0,C
2006,11,1,0.0,C
2006,11,2,0.0,C
2006,11,3,0.0,C
2006,11,4,0.0,C
2006,11,5,0.0,C
2006,11,6,0.0,C
2006,11,7,0.0,C
2006,11,8,0.5,C
2006,11,9,0.0,C
2006,11,10,0.0,C
2006,11,11,0.0,C
2006,11,12,0.0,C
2006,11,13,0.0,C
2006,11,14,0.0,C
2006,11,15,4.5,C
2006,11,16,0.0,C
2006,11,17,0.0,C
2006,11,18,0.0,C
2006,11,19,0.0,C
2006,11,20,0.0,C
2006,11,21,58.5,C
2006,11,22,15.0,C
2006,11,23,0.0,C
2006,11,24,0.0,C
2006,11,25,0.0,C
2006,11,26,0.0,C
2006,11,27,0.0,C
2006,11,28,0.0,C
2006,11,29,0.0,C
2006,11,30,5.0,C
2006,12,1,0.0,C
2006,12,2,0.0,C
2006,12,3,0.0,C
2006,12,4,0.0,C
2006,12,5,0.0,C
2006,12,6,0.0,C
2006,12,7,0.0,C
2006,12,8,0.0,C
2006,12,9,0.0,C
2006,12,10,0.0,C
2006,12,11,0.0,C
2006,12,12,0.0,C
2006,12,13,22.0,C
2006,12,14,5.5,C
2006,12,15,2.0,C
2006,12,16,1.0,C
2006,12,17,0.0,C
2006,12,18,0.0,C
2006,12,19,0.0,C
2006,12,20,0.0,C
2006,12,21,0.0,C
2006,12,22,0.0,C
2006,12,23,0.0,C
2006,12,24,0.0,C
2006,12,25,0.0,C
2006,12,26,0.0,C
2006,12,27,0.0,C
2006,12,28,0.0,C
2006,12,29,0.0,C
2006,12,30,0.0,C
2006,12,31,0.0,C
2007,1,1,0.0,C
2007,1,2,0.0,C
2007,1,3,0.0,C
2007,1,4,0.0,C
2007,1,5,0.0,C
2007,1,6,0.0,C
2007,1,7,0.0,C
2007,1,8,0.0,C
2007,1,9,0.0,C
2007,1,10,0.0,C
2007,1,11,0.0,#
2007,1,12,0.0,C
2007,1,13,0.0,C
2007,1,14,0.0,C
2007,1,15,0.0,C
2007,1,16,0.0,C
2007,1,17,24.5,C
2007,1,18,0.0,C
2007,1,19,0.0,C
2007,1,20,0.5,C
2007,1,21,0.0,C
2007,1,22,0.0,C
2007,1,23,0.0,C
2007,1,24,0.0,C
2007,1,25,0.0,C
2007,1,26,0.0,C
2007,1,27,0.0,C
2007,1,28,0.0,C
2007,1,29,0.0,C
2007,1,30,0.0,C
2007,1,31,0.0,C
2007,2,1,0.0,C
2007,2,2,0.0,C
2007,2,3,0.0,C
2007,2,4,0.0,C
2007,2,5,0.0,C
2007,2,6,0.0,C
2007,2,7,0.0,C
2007,2,8,0.0,C
2007,2,9,3.0,C
2007,2,10,0.0,C
2007,2,11,0.0,C
2007,2,12,0.0,C
2007,2,13,0.0,C
2007,2,14,0.0,C
2007,2,15,0.0,C
2007,2,16,0.0,C
2007,2,17,0.0,C
2007,2,18,0.0,C
2007,2,19,0.0,C
2007,2,20,0.0,C
2007,2,21,1.0,C
2007,2,22,10.0,C
2007,2,23,0.0,C
2007,2,24,0.0,C
2007,2,25,3.5,C
2007,2,26,0.0,C
2007,2,27,0.0,C
2007,2,28,0.0,C
2007,3,1,0.5,C
2007,3,2,0.0,C
2007,3,3,0.0,C
2007,3,4,0.0,C
2007,3,5,1.0,C
2007,3,6,1.0,C
2007,3,7,2.0,C
2007,3,8,0.0,C
2007,3,9,0.0,C
2007,3,10,0.0,C
2007,3,11,0.0,C
2007,3,12,0.0,C
2007,3,13,0.0,C
2007,3,14,0.0,C
2007,3,15,0.0,C
2007,3,16,3.0,C
2007,3,17,0.0,C
2007,3,18,0.0,C
2007,3,19,7.0,C
2007,3,20,0.0,C
2007,3,21,0.0,C
2007,3,22,0.0,C
2007,3,23,0.0,C
2007,3,24,1.5,C
2007,3,25,0.0,C
2007,3,26,3.0,C
2007,3,27,0.0,C
2007,3,28,0.0,C
2007,3,29,0.0,C
2007,3,30,0.0,C
2007,3,31,0.0,C
2007,4,1,0.0,C
2007,4,2,19.5,C
2007,4,3,5.5,C
2007,4,4,4.0,C
2007,4,5,0.0,C
2007,4,6,0.5,C
2007,4,7,1.0,C
2007,4,8,0.0,C
2007,4,9,0.0,C
2007,4,10,3.0,C
2007,4,11,0.0,C
2007,4,12,0.0,C
2007,4,13,0.0,C
2007,4,14,0.0,C
2007,4,15,0.0,C
2007,4,16,0.0,C
2007,4,17,12.0,C
2007,4,18,0.0,C
2007,4,19,0.0,C
2007,4,20,0.0,C
2007,4,21,0.0,C
2007,4,22,3.5,C
2007,4,23,4.0,C
2007,4,24,72.0,C
2007,4,25,0.5,C
2007,4,26,0.5,C
2007,4,27,0.0,C
2007,4,28,0.0,C
2007,4,29,0.0,C
2007,4,30,0.5,C
2007,5,1,0.0,C
2007,5,2,0.0,C
2007,5,3,0.0,C
2007,5,4,0.0,C
2007,5,5,0.0,C
2007,5,6,0.0,C
2007,5,7,0.0,C
2007,5,8,0.0,C
2007,5,9,0.0,C
2007,5,10,0.0,C
2007,5,11,0.0,C
2007,5,12,0.0,C
2007,5,13,0.0,C
2007,5,14,0.0,C
2007,5,15,0.0,C
2007,5,16,0.0,C
2007,5,17,0.0,C
2007,5,18,0.0,C
2007,5,19,***,
2007,5,20,***,
2007,5,21,14.5,#
2007,5,22,26.5,C
2007,5,23,1.5,C
2007,5,24,0.0,C
2007,5,25,0.0,C
2007,5,26,0.0,C
2007,5,27,18.5,C
2007,5,28,13.5,C
2007,5,29,0.0,C
2007,5,30,0.0,C
2007,5,31,23.0,C
2007,6,1,7.0,C
2007,6,2,9.5,C
2007,6,3,0.0,C
2007,6,4,0.0,C
2007,6,5,2.5,C
2007,6,6,1.0,C
2007,6,7,10.5,C
2007,6,8,45.5,C
2007,6,9,8.0,C
2007,6,10,155.5,C
2007,6,11,0.5,C
2007,6,12,7.0,C
2007,6,13,22.5,C
2007,6,14,57.5,C
2007,6,15,6.0,C
2007,6,16,0.0,C
2007,6,17,6.0,C
2007,6,18,0.0,C
2007,6,19,17.5,C
2007,6,20,16.0,C
2007,6,21,0.0,C
2007,6,22,0.0,C
2007,6,23,0.0,C
2007,6,24,0.0,C
2007,6,25,1.0,C
2007,6,26,0.0,C
2007,6,27,19.5,C
2007,6,28,48.0,C
2007,6,29,44.5,C
2007,6,30,29.0,C
2007,7,1,13.5,C
2007,7,2,8.0,C
2007,7,3,0.0,C
2007,7,4,1.5,C
2007,7,5,4.5,C
2007,7,6,7.0,C
2007,7,7,0.0,C
2007,7,8,0.0,C
2007,7,9,0.0,C
2007,7,10,0.0,C
2007,7,11,0.0,C
2007,7,12,0.0,C
2007,7,13,0.0,C
2007,7,14,0.0,C
2007,7,15,0.0,C
2007,7,16,12.5,C
2007,7,17,3.5,C
2007,7,18,0.0,C
2007,7,19,0.0,C
2007,7,20,0.0,C
2007,7,21,0.0,C
2007,7,22,0.0,C
2007,7,23,0.0,C
2007,7,24,0.0,C
2007,7,25,0.0,C
2007,7,26,0.0,C
2007,7,27,6.5,C
2007,7,28,0.0,C
2007,7,29,0.0,C
2007,7,30,2.5,C
2007,7,31,0.0,C
2007,8,1,0.0,C
2007,8,2,0.0,C
2007,8,3,0.0,C
2007,8,4,0.0,C
2007,8,5,1.5,C
2007,8,6,9.0,C
2007,8,7,4.5,C
2007,8,8,19.0,C
2007,8,9,37.5,C
2007,8,10,23.0,C
2007,8,11,36.0,C
2007,8,12,12.0,C
2007,8,13,0.5,C
2007,8,14,51.0,C
2007,8,15,1.0,C
2007,8,16,63.0,C
2007,8,17,10.5,C
2007,8,18,7.0,C
2007,8,19,0.0,C
2007,8,20,33.0,C
2007,8,21,5.0,C
2007,8,22,28.0,C
2007,8,23,0.0,C
2007,8,24,2.5,C
2007,8,25,13.5,C
2007,8,26,3.0,C
2007,8,27,35.5,C
2007,8,28,0.5,C
2007,8,29,0.5,C
2007,8,30,0.0,C
2007,8,31,0.0,C
2007,9,1,6.5,C
2007,9,2,2.5,C
2007,9,3,0.0,C
2007,9,4,4.5,C
2007,9,5,0.0,C
2007,9,6,0.0,C
2007,9,7,5.0,C
2007,9,8,0.0,C
2007,9,9,0.0,C
2007,9,10,0.0,C
2007,9,11,1.5,C
2007,9,12,1.0,C
2007,9,13,0.0,C
2007,9,14,0.0,C
2007,9,15,0.0,C
2007,9,16,0.0,C
2007,9,17,0.0,C
2007,9,18,0.0,C
2007,9,19,0.0,C
2007,9,20,0.0,C
2007,9,21,0.5,C
2007,9,22,0.0,C
2007,9,23,8.5,C
2007,9,24,47.0,C
2007,9,25,4.5,C
2007,9,26,0.0,C
2007,9,27,0.0,C
2007,9,28,0.0,C
2007,9,29,0.0,C
2007,9,30,0.0,C
2007,10,1,0.0,C
2007,10,2,5.0,C
2007,10,3,21.5,C
2007,10,4,0.0,C
2007,10,5,0.0,C
2007,10,6,0.0,C
2007,10,7,0.0,C
2007,10,8,0.0,C
2007,10,9,0.0,C
2007,10,10,0.0,C
2007,10,11,0.0,C
2007,10,12,1.5,C
2007,10,13,0.0,C
2007,10,14,0.0,C
2007,10,15,0.0,C
2007,10,16,0.0,C
2007,10,17,0.0,C
2007,10,18,0.0,C
2007,10,19,0.0,C
2007,10,20,0.0,C
2007,10,21,0.0,C
2007,10,22,0.0,C
2007,10,23,0.0,C
2007,10,24,0.0,C
2007,10,25,0.0,C
2007,10,26,0.0,C
2007,10,27,0.0,C
2007,10,28,0.0,C
2007,10,29,0.0,C
2007,10,30,6.5,C
2007,10,31,4.0,C
2007,11,1,7.0,C
2007,11,2,2.5,C
2007,11,3,0.0,C
2007,11,4,0.0,C
2007,11,5,0.0,C
2007,11,6,0.0,C
2007,11,7,0.5,C
2007,11,8,6.5,C
2007,11,9,0.0,C
2007,11,10,0.0,C
2007,11,11,0.0,C
2007,11,12,0.0,C
2007,11,13,0.0,C
2007,11,14,0.0,C
2007,11,15,0.0,C
2007,11,16,0.0,C
2007,11,17,0.0,C
2007,11,18,0.0,C
2007,11,19,0.0,C
2007,11,20,0.0,C
2007,11,21,0.0,C
2007,11,22,0.0,C
2007,11,23,0.0,C
2007,11,24,0.0,C
2007,11,25,0.0,C
2007,11,26,0.0,C
2007,11,27,0.0,C
2007,11,28,0.0,C
2007,11,29,0.0,C
2007,11,30,0.0,C
2007,12,1,0.0,C
2007,12,2,0.0,C
2007,12,3,0.0,C
2007,12,4,0.0,C
2007,12,5,0.0,C
2007,12,6,0.0,C
2007,12,7,0.0,C
2007,12,8,0.0,C
2007,12,9,0.0,C
2007,12,10,0.0,C
2007,12,11,0.0,C
2007,12,12,0.0,C
2007,12,13,0.0,C
2007,12,14,0.0,C
2007,12,15,0.0,C
2007,12,16,0.0,C
2007,12,17,0.0,C
2007,12,18,0.0,C
2007,12,19,0.0,C
2007,12,20,0.0,C
2007,12,21,0.0,C
2007,12,22,0.0,C
2007,12,23,1.5,C
2007,12,24,13.0,C
2007,12,25,0.0,C
2007,12,26,0.0,C
2007,12,27,0.0,C
2007,12,28,0.0,C
2007,12,29,0.0,C
2007,12,30,0.0,C
2007,12,31,0.0,C
2008,1,1,0.0,C
2008,1,2,0.0,C
2008,1,3,0.0,C
2008,1,4,0.0,C
2008,1,5,0.0,C
2008,1,6,0.0,C
2008,1,7,0.0,C
2008,1,8,0.0,C
2008,1,9,0.0,C
2008,1,10,0.0,C
2008,1,11,0.0,C
2008,1,12,0.0,#
2008,1,13,0.0,C
2008,1,14,0.0,C
2008,1,15,0.0,C
2008,1,16,0.0,C
2008,1,17,1.0,C
2008,1,18,0.0,C
2008,1,19,0.0,C
2008,1,20,0.0,C
2008,1,21,0.0,C
2008,1,22,0.0,C
2008,1,23,0.0,C
2008,1,24,0.0,C
2008,1,25,29.5,C
2008,1,26,0.0,C
2008,1,27,0.0,C
2008,1,28,0.0,C
2008,1,29,1.5,C
2008,1,30,16.0,C
2008,1,31,0.5,C
2008,2,1,0.0,C
2008,2,2,14.5,C
2008,2,3,0.0,C
2008,2,4,1.0,C
2008,2,5,1.5,C
2008,2,6,0.0,C
2008,2,7,0.5,C
2008,2,8,0.0,C
2008,2,9,0.0,C
2008,2,10,0.0,C
2008,2,11,0.0,C
2008,2,12,0.0,C
2008,2,13,0.0,C
2008,2,14,0.0,C
2008,2,15,0.5,C
2008,2,16,0.0,C
2008,2,17,1.5,C
2008,2,18,0.0,C
2008,2,19,0.0,C
2008,2,20,0.0,C
2008,2,21,0.0,C
2008,2,22,2.0,C
2008,2,23,2.5,C
2008,2,24,0.5,C
2008,2,25,1.5,C
2008,2,26,0.0,C
2008,2,27,0.0,C
2008,2,28,0.0,C
2008,2,29,0.0,C
2008,3,1,0.0,#
2008,3,2,***,
2008,3,3,***,
2008,3,4,0.0,#
2008,3,5,0.0,C
2008,3,6,0.0,C
2008,3,7,0.0,C
2008,3,8,0.0,C
2008,3,9,0.0,C
2008,3,10,0.0,C
2008,3,11,0.0,C
2008,3,12,0.0,C
2008,3,13,0.0,C
2008,3,14,0.0,C
2008,3,15,0.0,C
2008,3,16,0.0,C
2008,3,17,0.0,C
2008,3,18,0.0,C
2008,3,19,0.0,C
2008,3,20,0.0,C
2008,3,21,0.0,C
2008,3,22,16.5,C
2008,3,23,0.0,C
2008,3,24,0.0,C
2008,3,25,0.0,C
2008,3,26,9.5,C
2008,3,27,0.0,C
2008,3,28,2.0,C
2008,3,29,0.0,C
2008,3,30,0.5,C
2008,3,31,2.5,C
2008,4,1,1.5,C
2008,4,2,0.5,C
2008,4,3,0.5,C
2008,4,4,0.0,C
2008,4,5,0.0,C
2008,4,6,0.0,C
2008,4,7,0.0,C
2008,4,8,0.0,C
2008,4,9,0.0,C
2008,4,10,0.0,C
2008,4,11,0.0,C
2008,4,12,2.0,C
2008,4,13,0.5,C
2008,4,14,0.0,C
2008,4,15,0.0,C
2008,4,16,0.0,C
2008,4,17,0.0,C
2008,4,18,0.0,C
2008,4,19,127.5,C
2008,4,20,0.0,C
2008,4,21,0.5,C
2008,4,22,0.0,C
2008,4,23,5.0,C
2008,4,24,0.0,C
2008,4,25,4.0,C
2008,4,26,0.0,C
2008,4,27,25.5,C
2008,4,28,6.5,C
2008,4,29,0.0,C
2008,4,30,0.0,C
2008,5,1,0.0,C
2008,5,2,12.5,C
2008,5,3,2.0,C
2008,5,4,0.0,C
2008,5,5,0.5,C
2008,5,6,0.0,C
2008,5,7,0.0,C
2008,5,8,0.0,C
2008,5,9,0.0,C
2008,5,10,8.0,C
2008,5,11,2.0,C
2008,5,12,0.0,C
2008,5,13,0.0,C
2008,5,14,0.0,C
2008,5,15,0.0,C
2008,5,16,0.0,C
2008,5,17,0.0,C
2008,5,18,0.0,C
2008,5,19,38.0,C
2008,5,20,40.0,C
2008,5,21,1.0,C
2008,5,22,0.5,C
2008,5,23,0.0,C
2008,5,24,0.0,C
2008,5,25,2.5,C
2008,5,26,2.0,C
2008,5,27,0.0,C
2008,5,28,9.5,C
2008,5,29,3.0,C
2008,5,30,10.0,C
2008,5,31,6.0,C
2008,6,1,0.0,C
2008,6,2,58.0,#
2008,6,3,***,
2008,6,4,***,
2008,6,5,***,
2008,6,6,***,
2008,6,7,***,
2008,6,8,***,
2008,6,9,***,
2008,6,10,***,
2008,6,11,***,
2008,6,12,***,
2008,6,13,***,
2008,6,14,***,
2008,6,15,***,
2008,6,16,***,
2008,6,17,***,
2008,6,18,***,
2008,6,19,***,
2008,6,20,***,
2008,6,21,0.0,C
2008,6,22,0.0,C
2008,6,23,0.0,C
2008,6,24,0.0,C
2008,6,25,0.0,#
2008,6,26,***,
2008,6,27,***,
2008,6,28,***,
2008,6,29,***,
2008,6,30,***,
2008,7,1,***,
2008,7,2,1.0,#
2008,7,3,0.0,C
2008,7,4,0.0,C
2008,7,5,1.0,C
2008,7,6,35.0,C
2008,7,7,31.0,C
2008,7,8,1.5,C
2008,7,9,37.0,C
2008,7,10,113.5,C
2008,7,11,10.0,C
2008,7,12,17.0,C
2008,7,13,24.0,C
2008,7,14,1.0,C
2008,7,15,13.5,C
2008,7,16,20.5,C
2008,7,17,0.0,C
2008,7,18,0.0,C
2008,7,19,0.0,C
2008,7,20,0.0,C
2008,7,21,9.0,C
2008,7,22,0.0,C
2008,7,23,0.0,C
2008,7,24,0.0,C
2008,7,25,0.0,C
2008,7,26,0.0,C
2008,7,27,8.0,C
2008,7,28,0.0,C
2008,7,29,0.0,C
2008,7,30,0.0,C
2008,7,31,1.0,#
2008,8,1,0.5,C
2008,8,2,0.0,C
2008,8,3,0.0,C
2008,8,4,0.0,C
2008,8,5,4.0,C
2008,8,6,71.5,C
2008,8,7,27.0,C
2008,8,8,44.5,C
2008,8,9,0.0,C
2008,8,10,0.0,C
2008,8,11,14.0,C
2008,8,12,0.5,C
2008,8,13,0.0,C
2008,8,14,0.0,C
2008,8,15,0.0,C
2008,8,16,0.0,C
2008,8,17,0.0,C
2008,8,18,0.0,C
2008,8,19,0.0,C
2008,8,20,0.0,C
2008,8,21,0.5,C
2008,8,22,27.5,C
2008,8,23,20.5,C
2008,8,24,0.0,C
2008,8,25,0.0,C
2008,8,26,0.0,C
2008,8,27,0.0,C
2008,8,28,0.0,C
2008,8,29,0.0,C
2008,8,30,17.5,C
2008,8,31,0.0,C
2008,9,1,17.5,C
2008,9,2,5.5,C
2008,9,3,1.0,C
2008,9,4,0.0,C
2008,9,5,18.0,C
2008,9,6,1.5,C
2008,9,7,0.0,C
2008,9,8,0.0,C
2008,9,9,0.0,C
2008,9,10,0.0,C
2008,9,11,0.5,C
2008,9,12,0.0,C
2008,9,13,0.0,C
2008,9,14,0.0,C
2008,9,15,0.0,C
2008,9,16,0.0,C
2008,9,17,26.5,C
2008,9,18,3.0,C
2008,9,19,1.0,C
2008,9,20,0.0,C
2008,9,21,0.0,C
2008,9,22,0.0,C
2008,9,23,32.0,C
2008,9,24,61.5,C
2008,9,25,1.0,#
2008,9,26,0.0,C
2008,9,27,0.0,C
2008,9,28,1.5,C
2008,9,29,0.0,C
2008,9,30,0.0,C
2008,10,1,0.0,C
2008,10,2,0.0,C
2008,10,3,0.0,C
2008,10,4,10.0,C
2008,10,5,122.0,C
2008,10,6,0.5,C
2008,10,7,0.0,C
2008,10,8,0.5,C
2008,10,9,0.0,C
2008,10,10,0.0,C
2008,10,11,0.0,C
2008,10,12,0.0,C
2008,10,13,0.5,C
2008,10,14,0.0,C
2008,10,15,0.0,C
2008,10,16,0.0,C
2008,10,17,0.0,C
2008,10,18,0.0,C
2008,10,19,0.0,C
2008,10,20,0.0,C
2008,10,21,0.0,C
2008,10,22,0.0,C
2008,10,23,0.0,C
2008,10,24,0.0,C
2008,10,25,0.0,C
2008,10,26,0.0,C
2008,10,27,0.0,C
2008,10,28,0.0,C
2008,10,29,0.0,C
2008,10,30,0.0,C
2008,10,31,0.0,C
2008,11,1,0.0,C
2008,11,2,0.0,C
2008,11,3,1.0,C
2008,11,4,0.0,C
2008,11,5,0.0,C
2008,11,6,0.0,C
2008,11,7,0.0,C
2008,11,8,0.0,C
2008,11,9,0.0,C
2008,11,10,0.0,C
2008,11,11,0.0,C
2008,11,12,0.0,C
2008,11,13,0.0,C
2008,11,14,0.0,C
2008,11,15,0.0,C
